ORDER,FAMILY,GENUS,SPECIES,NUMB,BAHA,CUBA,HISP,JAMA,PUER,LANT,NANT,MEXI,GUAT,BELI,ELSA,HOND,NICA,COST,PANA,COLO,VENE,TRIN,GUYA,SURI,FREN,ECUA,PERU,BOLI,BRAZ,PARG,URUG,ARGN,CHIL
PASSERIFORMES,PARIDAE,Parus,gambeli,3122,,,,,,,,X,,,,,
PASSERIFORMES,PARIDAE,Parus,inornatus,3123,,,,,,,,X,,,,,
PASSERIFORMES,PARIDAE,Parus,sclateri,3124,,,,,,,,X,,,,,
PASSERIFORMES,PARIDAE,Parus,wollweberi,3125,,,,,,,,X,,,,,
PASSERIFORMES,SITTIDAE,Sitta,canadensis,3126,,,,,,,,X,,,,,
PASSERIFORMES,SITTIDAE,Sitta,carolinensis,3127,,,,,,,,X,,,,,
PASSERIFORMES,SITTIDAE,Sitta,pusilla,3128,X,,,,,,,,,,,,
PASSERIFORMES,SITTIDAE,Sitta,pygmaea,3129,,,,,,,,X,,,,,
PASSERIFORMES,CERTHIIDAE,Certhia,americana,3130,,,,,,,,X,X,,X?,X,X
PASSERIFORMES,EMBERIZINAE,Calcarius,lapponicus,3131,,,,,,,,V,,,,,
PASSERIFORMES,EMBERIZINAE,Calcarius,mccownii,3132,,,,,,,,XN,,,,,
PASSERIFORMES,EMBERIZINAE,Calcarius,ornatus,3133,,,,,,,,XN,,,,,
PASSERIFORMES,EMBERIZINAE,Plectrophenax,nivalis,3134,V,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Calamospiza,melanocorys,3135,,,,,,,,XN,,V,,,
PASSERIFORMES,EMBERIZINAE,Zonotrichia,albicollis,3136,,,,,SV,,?,XN,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Zonotrichia,atricapilla,3137,,,,,,,,XN,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Zonotrichia,capensis,3138,,,X,,,,X,X,X,,X,X,,X,X,X,X,,X,X,X,X,X,X,X,X,X,X,X
PASSERIFORMES,EMBERIZINAE,Zonotrichia,georgiana,3139,V,,,,,,,XN,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Zonotrichia,iliaca,3140,,,,,,,,XN,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Zonotrichia,leucophrys,3141,XN,XN,,XN,,,,XN,,SV,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Zonotrichia,lincolnii,3142,XN,XN,V,XN,V,,,XN,XN,XN,XN,XN,,XN,XN,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Zonotrichia,melodia,3143,V,,,,,,,X,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Junco,(hyemalis) hyemalis,3144,V,,,V,V,,,X,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Junco,(hyemalis) insularis,3145,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Junco,phaeonotus,3146,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Junco,vulcani,3147,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,aurifrons,3148,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,baileyi,3149,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,bairdii,3150,,,,,,,,XN,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,caudacutus,3151,,,,,,,,XN,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,humeralis,3152,,,,,,,,,,,,,,,,X,X,,X,X,X,,X,X,X,X,X,X
PASSERIFORMES,EMBERIZINAE,Ammodramus,leconteii,3153,,,,,,,,V,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,maritima,3154,,,,,,,,SV,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,(sandwichensis) beldingi,3155,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,(sandwichensis) rostratus,3156,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,(sandwichensis) sandwichensis,3157,XN,XN,,,,,,X,X,XN,XN,XN,,SV,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Ammodramus,savannarum,3158,XN,XN,X,X,X,,X,X,X,X,X,X,X,X,X,X,,,,,,X,,,,,,
PASSERIFORMES,EMBERIZINAE,Spizella,atrogularis,3159,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Spizella,breweri,3160,,,,,,,,XN,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Spizella,pallida,3161,V,V,,,,,,XN,V,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Spizella,passerina,3162,XN,V,,,,,,X,X,X,X,X,X,SV,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Spizella,pusilla,3163,,,,,,,,XN,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Spizella,wortheni,3164,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Pooecetes,gramineus,3165,V,,,,,,,XN,XN,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Chondestes,grammacus,3166,XN,XN,,,,,,X,XN,V,V,V,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Amphispiza,belli,3167,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Amphispiza,bilineata,3168,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,(botterii) botterii,3169,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,(botterii) petenica,3170,,,,,,,,X,X,X,,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,carpalis,3171,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,cassinii,3172,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,humeralis,3173,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,mystacalis,3174,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,notosticta,3175,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,quinquestriata,3176,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,rufescens,3177,,,,,,,,X,X,,X,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,ruficauda,3178,,,,,,,,X,X,,X,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,ruficeps,3179,,,,,,,,X,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,stolzmanni,3180,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Aimophila,strigiceps,3181,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X
PASSERIFORMES,EMBERIZINAE,Aimophila,sumichrasti,3182,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Torreornis,inexpectata,3183,,XR,,,,,,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Oriturus,superciliosus,3184,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Phrygilus,alaudinus,3185,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,,X,X
PASSERIFORMES,EMBERIZINAE,Phrygilus,atriceps,3186,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,X
PASSERIFORMES,EMBERIZINAE,Phrygilus,carbonarius,3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,XR,
PASSERIFORMES,EMBERIZINAE,Phrygilus,dorsalis,3188,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,X
PASSERIFORMES,EMBERIZINAE,Phrygilus,erythronotus,3189,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,X
PASSERIFORMES,EMBERIZINAE,Phrygilus,fruticeti,3190,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,X
PASSERIFORMES,EMBERIZINAE,Phrygilus,gayi,3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
PASSERIFORMES,EMBERIZINAE,Phrygilus,patagonicus,3192,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
PASSERIFORMES,EMBERIZINAE,Phrygilus,plebejus,3193,,,,,,,,,,,,,,,,,,,,,,X,X,X,,,,X,X
PASSERIFORMES,EMBERIZINAE,Phrygilus,punensis,3194,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Phrygilus,unicolor,3195,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,X,X
PASSERIFORMES,EMBERIZINAE,Melanodera,melanodera,3196,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
PASSERIFORMES,EMBERIZINAE,Melanodera,xanthogramma,3197,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
PASSERIFORMES,EMBERIZINAE,Haplospiza,rustica,3198,,,,,,,,X,,,X,X,,X,X,X,X,,,,,X,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Haplospiza,unicolor,3199,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,
PASSERIFORMES,EMBERIZINAE,Acanthidops,bairdi,3200,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Lophospingus,griseocristatus,3201,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,
PASSERIFORMES,EMBERIZINAE,Lophospingus,pusillus,3202,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,X,
PASSERIFORMES,EMBERIZINAE,Donacospiza,albifrons,3203,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,
PASSERIFORMES,EMBERIZINAE,Diuca,diuca,3204,,,,,,,,,,,,,,,,,,,,,,,,X,XN,,XN,X,X
PASSERIFORMES,EMBERIZINAE,Diuca,speculifera,3205,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,X
PASSERIFORMES,EMBERIZINAE,Idiopsar,brachyurus,3206,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,
PASSERIFORMES,EMBERIZINAE,Piezorhina,cinerea,3207,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,EMBERIZINAE,Xenospingus,concolor,3208,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,X
PASSERIFORMES,EMBERIZINAE,Incaspiza,laeta,3209,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,EMBERIZINAE,Incaspiza,ortizi,3210,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,EMBERIZINAE,Incaspiza,personata,3211,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,EMBERIZINAE,Incaspiza,pulchra,3212,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,EMBERIZINAE,Incaspiza,watkinsi,3213,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,EMBERIZINAE,Poospiza,alticola,3214,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,EMBERIZINAE,Poospiza,baeri,3215,,,,,,,,,,,,,,,,,,,,,,,,,,,,XR,
PASSERIFORMES,EMBERIZINAE,Poospiza,boliviana,3216,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,EMBERIZINAE,Poospiza,caesar,3217,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,EMBERIZINAE,Poospiza,cinerea,3218,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
PASSERIFORMES,EMBERIZINAE,Poospiza,erythrophrys,3219,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,
PASSERIFORMES,EMBERIZINAE,Poospiza,garleppi,3220,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,
PASSERIFORMES,EMBERIZINAE,Poospiza,hispaniolensis,3221,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
PASSERIFORMES,EMBERIZINAE,Poospiza,hypochondriaca,3222,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,
PASSERIFORMES,EMBERIZINAE,Poospiza,lateralis,3223,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,
PASSERIFORMES,EMBERIZINAE,Poospiza,melanoleuca,3224,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,
PASSERIFORMES,EMBERIZINAE,Poospiza,(nigrorufa) nigrorufa,3225,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,
PASSERIFORMES,EMBERIZINAE,Poospiza,(nigrorufa) whitii,3226,,,,,,,,,,,,,,,,,,,,,,,,X,,,,X,
PASSERIFORMES,EMBERIZINAE,Poospiza,ornata,3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,XR,
PASSERIFORMES,EMBERIZINAE,Poospiza,rubecula,3228,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,EMBERIZINAE,Poospiza,thoracica,3229,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Poospiza,torquata,3230,,,,,,,,,,,,,,,,,,,,,,,,X,,X?,,X,
PASSERIFORMES,EMBERIZINAE,Sicalis,auriventris,3231,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
PASSERIFORMES,EMBERIZINAE,Sicalis,citrina,3232,,,,,,,,,,,,,,,,X,X,,X,X,,,X,X,X,,,X,
PASSERIFORMES,EMBERIZINAE,Sicalis,columbiana,3233,,,,,,,,,,,,,,,,X,X,X?,,,,,X,,X,,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,flaveola,3234,,,,XI,XI,,XI,,,,,,,,XI,X,X,X,X,X,X,X,X,X,X,X,X,X,
PASSERIFORMES,EMBERIZINAE,Sicalis,lebruni,3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X
PASSERIFORMES,EMBERIZINAE,Sicalis,lutea,3236,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,
PASSERIFORMES,EMBERIZINAE,Sicalis,luteocephala,3237,,,,,,,,,,,,,,,,,,,,,,,,X,,,,SX,
PASSERIFORMES,EMBERIZINAE,Sicalis,luteola,3238,,,,,,XI,,X,X,X,,X,X,V,X,X,X,,X,,X,X,X,X,X,X,X,X,X
PASSERIFORMES,EMBERIZINAE,Sicalis,olivascens,3239,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,X
PASSERIFORMES,EMBERIZINAE,Sicalis,raimondii,3240,,,,,,,,,,,,,,,,,,,,,,,XR,,,,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,taczanowskii,3241,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
PASSERIFORMES,EMBERIZINAE,Sicalis,uropygialis,3242,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,X,X
PASSERIFORMES,EMBERIZINAE,Emberizoides,(herbicola) duidae,3243,,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Emberizoides,(herbicola) herbicola,3244,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,X,X,X,X,,X,
PASSERIFORMES,EMBERIZINAE,Emberizoides,ypiranganus,3245,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,
PASSERIFORMES,EMBERIZINAE,Embernagra,longicauda,3246,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Embernagra,platensis,3247,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,
PASSERIFORMES,EMBERIZINAE,Volatinia,jacarina,3248,,,,,,X,V,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X
PASSERIFORMES,EMBERIZINAE,Sporophila,albogularis,3249,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,(americana) americana,3250,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,X,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,(americana) aurita,3251,,,,,,,,X,X,X,,X,X,X,X,X,,,,,,X,X,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,ardesiaca,3252,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,bouvreuil,3253,,,,,,,,,,,,,,,,,,,,X,,,,,X,X,,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,caerulescens,3254,,,,,,,,,,,,,,,,XN,,,,,,,XN,X,X,X,X,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,castaneiventris,3255,,,,,,,,,,,,,,,,X,X,,X,X,X,X,X,X,X,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,cinnamomea,3256,,,,,,,,,,,,,,,,,,,,,,,,,X,X?,,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,collaris,3257,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,falcirostris,3258,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X?,
PASSERIFORMES,EMBERIZINAE,Sporophila,frontalis,3259,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,hypochroma,3260,,,,,,,,,,,,,,,,,,,?,,,,,X,X,,,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,hypoxantha,3261,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,insulata,3262,,,,,,,,,,,,,,,,XR,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,intermedia,3263,,,,,,,,,,,,,,,,X,X,X,X,,,,,,X,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,leucoptera,3264,,,,,,,,,,,,,,,,,,,,X,,,SV,X,X,X,,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,(lineola) bouvronides,3265,,,,,,,,,,,,,,,SV,X,X,X,X,X,X,X?,X?,,X?,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,(lineola) lineola,3266,,,,,,,,,,,,,,,,XN,XN,,XN,XN,XN,XN,XN,X,X,X,,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,luctuosa,3267,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,S?,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,melanogaster,3268,,,,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,minuta,3269,,,,,,,,X,X,,X,X,X,X,X,X,X,X,X,X,X,X,,,X,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,nigricollis,3270,,,,,,X,,,,,,,,X,X,X,X,X,X,X,,X,X,X,X,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,nigrorufa,3271,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,obscura,3272,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,X,,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,palustris,3273,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,peruviana,3274,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,plumbea,3275,,,,,,,,,,,,,,,,X,X,,X,X,X,,X,X,X,X,,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,ruficollis,3276,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,
PASSERIFORMES,EMBERIZINAE,Sporophila,schistacea,3277,,,,,,,,?,,X,,X,,X,X,X,X,X,X,X,,X,X,X,X,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,simplex,3278,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,telasco,3279,,,,,,,,,,,,,,,,X,,,,,,X,X,,,,,,X
PASSERIFORMES,EMBERIZINAE,Sporophila,(torqueola) morelleti,3280,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,(torqueola) torqueola,3281,,,,,,,,XR,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Sporophila,zelichi,3282,,,,,,,,,,,,,,,,,,,,,,,,,,,,XR,
PASSERIFORMES,EMBERIZINAE,Oryzoborus,(angolensis) angolensis,3283,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,X,
PASSERIFORMES,EMBERIZINAE,Oryzoborus,(angolensis) funereus,3284,,,,,,,,X,X,X,,X,X,X,X,X,,,,,,X,,,,,,,
PASSERIFORMES,EMBERIZINAE,Oryzoborus,crassirostris,3285,,,,,,,,,,,,,,,,X,X,X,X,X,X,,X,,X,,,,
PASSERIFORMES,EMBERIZINAE,Oryzoborus,(maximiliani) maximiliani,3286,,,,,,,,,,,,,,,,X,X,,X?,,X,X,X,X,X,,,,
PASSERIFORMES,EMBERIZINAE,Oryzoborus,(maximiliani) nuttingi,3287,,,,,,,,,,,,,X,X,X,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Amaurospiza,concolor,3288,,,,,,,,X,,X?,V,X,X,X,X,X,,,,,,X,,,,,,,
PASSERIFORMES,EMBERIZINAE,Amaurospiza,moesta,3289,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,X,
PASSERIFORMES,EMBERIZINAE,Melopyrrha,nigra,3290,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Dolospingus,fringilloides,3291,,,,,,,,,,,,,,,,X,X,,,,,,,,X,,,,
PASSERIFORMES,EMBERIZINAE,Catamenia,analis,3292,,,,,,,,,,,,,,,,X,,,,,,X,X,X,,,,X,X
PASSERIFORMES,EMBERIZINAE,Catamenia,homochroa,3293,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,X,,,,
PASSERIFORMES,EMBERIZINAE,Catamenia,inornata,3294,,,,,,,,,,,,,,,,X,X,,,,,X,X,X,,,,X,SX
PASSERIFORMES,EMBERIZINAE,Tiaris,bicolor,3295,X,X,X,X,X,X,X,,,,,,,,,X,X,X,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Tiaris,canora,3296,XI,XR,,,,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Tiaris,fuliginosa,3297,,,,,,,,,,,,,,,,X,X,X,X,,,,,X,X,S?
PASSERIFORMES,EMBERIZINAE,Tiaris,olivacea,3298,XI,X,X,X,X,,,X,X,SX,X,X,X,X,X,X,X,,,,,X,,,,
PASSERIFORMES,EMBERIZINAE,Loxipasser,anoxanthus,3299,,,,XR,,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Loxigilla,noctis,3300,,,,,XI,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Loxigilla,portoricensis,3301,,,,,XR,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Loxigilla,violacea,3302,X,,X,X,,,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Melanospiza,richardsoni,3303,,,,,,XR,,,,,,,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Geospiza,conirostris,3304,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Geospiza,difficilis,3305,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Geospiza,fortis,3306,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Geospiza,fulginosa,3307,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Geospiza,magnirostris,3308,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Geospiza,scandens,3309,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Camarhynchus,crassirostris,3310,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Camarhynchus,heliobates,3311,,,,,,,,,,,,,,,,,,,,,,XR,,,,
PASSERIFORMES,EMBERIZINAE,Camarhynchus,pallidus,3312,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,EMBERIZINAE,Camarhynchus,parvulus,3313,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,EMBERIZINAE,Camarhynchus,pauper,3314,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,EMBERIZINAE,Camarhynchus,psittacula,3315,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,EMBERIZINAE,Certhidea,olivacea,3316,,,,,,,,,,,,,,,,,,,,,,XR
PASSERIFORMES,EMBERIZINAE,Pinaroloxias,inornata,3317,,,,,,,,,,,,,,XR,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Pipilo,aberti,3318,,,,,,,,X,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Pipilo,albicollis,3319,,,,,,,,XR,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Pipilo,chlorurus,3320,,V,,,,,,X?,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Pipilo,crissalis,3321,,,,,,,,X,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Pipilo,erythrophthalmus,3322,,,,,,,,X,X,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Pipilo,fuscus,3323,,,,,,,,X,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Pipilo,ocai,3324,,,,,,,,XR,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Melozone,biarcuatum,3325,,,,,,,,X,X,,X,X,,X,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Melozone,kieneri,3326,,,,,,,,XR,,,,,,,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Melozone,leucotis,3327,,,,,,,,X,X,,X,,X,X,,,,,,,,
PASSERIFORMES,EMBERIZINAE,Arremon,abeillei,3328,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,
PASSERIFORMES,EMBERIZINAE,Arremon,aurantiirostris,3329,,,,,,,,X,X,X,,X,X,X,X,X,,,,,,X,X,,,,,
